Time (s),HRR (kW/m2),MLR (g/s),Specimen mass (g)
0,1.00488460669772,0.8880664999999599,106.4
1,0.821131946499391,-0.5010734999999921,106.414472
2,0.578729934519806,-0.1719455,106.82939099999999
3,0.48626425680968605,0.13068349999999498,106.70384299999999
4,0.34429395569582105,0.0715739166666687,106.651622
5,0.0064313357151629105,0.0523329999999961,106.56052199999999
6,-0.0102690996366753,0.0514035833333359,106.54171000000001
7,-0.29255379681051097,0.10245358333333801,106.45254299999999
8,-0.489997198036514,-0.148982166666668,106.404633
9,-0.534028558254205,-0.18301408333333302,106.693349
10,-0.410703409375692,0.162363416666672,106.68037199999999
11,-0.0924666569842453,0.0939479999999999,106.462286
12,-0.0531481194517766,0.00588333333333561,106.50448999999999
13,-0.363895053417329,0.10727633333333801,106.413669
14,-0.522123622707299,-0.128388416666673,106.362036
15,-0.518979118650418,-0.099944500000003,106.60996999999999
16,-0.35630618392577795,0.0242864166666704,106.534237
17,-0.0197533759588631,0.0227909166666684,106.591943
18,-0.125206702904013,-0.0422244166666642,106.509257
19,0.271992461453562,-0.17398858333333403,106.683621
20,0.38767237364965507,0.12589016666666197,106.76096799999999
21,0.997513307445596,0.0423030833333324,106.51776799999999
22,1.51825137857916,-0.0914246666666732,106.69311499999999
23,1.97714627063346,-0.0122695000000057,106.64843400000001
24,2.56488310398775,0.094681166666664,106.7092
25,2.47810781593021,0.0462579166666745,106.499214
26,3.14378532301484,-0.0878793333333346,106.635529
27,3.3754097123834503,0.0652489999999991,106.61416100000001
28,3.7019834520569597,-0.10549991666666499,106.574224
29,3.8816565305774398,-0.13595375,106.791762
30,3.71141286899311,0.0573430833333373,106.79033799999999
31,4.343496542363391,0.0940360000000098,106.711628
32,3.56520857411367,0.0837420833333304,106.621269
33,3.45209897535109,-0.0224709166666687,106.56764199999999
34,3.7959440735334598,-0.0563644999999985,106.643355
35,3.94073102354185,0.19425241666666299,106.618665
36,2.9997307621591496,0.0282563333333326,106.35307900000001
37,2.5293132111664702,-0.20357816666666298,106.57646299999999
38,2.45367049995623,0.0570435833333309,106.644815
39,2.5925541609061296,0.0875831666666708,106.509615
40,2.28024440128798,0.0145792500000006,106.50281799999999
41,1.9899034513718101,-0.107264666666672,106.49148500000001
42,0.8508176954603471,-0.059615000000002,106.674726
43,0.37122094025137103,0.0364459166666637,106.59770300000001
44,0.34056132897966995,-0.0318709999999906,106.63718200000001
45,0.49406740022120094,0.0583975833333383,106.62848400000001
46,1.63246485600918,0.0792753333333245,106.538522
47,1.7703730924735002,-0.0708470833333337,106.509194
48,1.41295563602166,-0.0248030000000069,106.634166
49,0.5092273726341641,0.0673187500000078,106.543471
50,0.35900709489773797,0.10246583333333502,106.515102
51,0.556290548960197,0.0605054166666577,106.364507
52,0.843778582040274,-0.15558474999999802,106.43204399999999
53,0.6876021726121031,-0.07224050000000298,106.60507199999999
54,0.39872076448089294,-0.00886191666666865,106.57260500000001
55,0.294948488108605,0.0580524166666609,106.62210900000001
56,0.358777565544601,0.12840483333334302,106.461997
57,0.590208891497944,-0.00869616666666317,106.41683700000002
58,0.876320446385091,-0.11814616666667,106.47128700000002
59,0.678908551606365,0.0186016666666641,106.592075
60,0.37436539972349303,0.0832165000000025,106.446147
61,1.09423906317797,0.10932491666666999,106.43893700000001
62,1.3552401223800803,0.0835587500000052,106.244781
63,0.811373927311133,-0.0430870833333389,106.29304599999999
64,0.7973424845761781,0.0644123333333333,106.281724
65,-0.27611324050402003,-0.0686524999999977,106.217436
66,-0.7434841347258809,-0.19186216666667302,106.412849
67,-0.8163955911103241,0.00477599999999849,106.518216
68,-0.723062826952534,0.27399308333333605,106.385618
69,0.22791968297473103,0.220141583333334,106.0569
70,1.18519910761899,-0.0943082500000022,106.01023799999999
71,2.35175551804226,-0.0337707500000034,106.156875
72,3.79657415416829,0.114043500000003,106.053719
73,6.752942297672581,-0.0616399166666698,105.999499
74,10.453202251333,0.0230822499999933,106.119752
75,14.5494973852686,0.129921749999996,105.94546000000001
76,19.2853843889657,0.0722348333333376,105.898394
77,23.7521707323492,0.10592158333334,105.787696
78,29.168802499839202,-0.033868583333336005,105.72445800000001
79,33.7187381557108,-0.0363785000000062,105.82503100000001
80,37.573035937136204,-0.0183194166666685,105.790651
81,40.4940819703911,-0.11473166666665699,105.880698
82,43.517576943063,0.0708647499999984,105.94996100000002
83,45.38429375407821,0.35543424999999,105.72273100000001
84,47.2733086095813,0.0705481666666661,105.377292
85,48.895618503623,-0.12131458333333399,105.56455700000001
86,50.762408639924494,0.0616725833333322,105.531147
87,53.551667347002294,-0.0460541666666667,105.497796
88,54.7123408390119,0.0288139166666663,105.583275
89,56.738620942114004,0.133765166666662,105.428931
90,57.5081069064706,0.213602583333341,105.325994
91,59.8321138705846,0.15436383333332998,105.04473
92,62.016794362195604,-0.128721083333335,105.072898
93,62.6050877130363,-0.263811666666661,105.256529
94,62.7580221545175,0.11283658333333502,105.475733
95,64.3342564030051,0.20661899999999803,105.10167
96,66.4691643793264,-0.262262249999999,105.188065
97,67.7170538945928,0.12171291666667,105.43461299999998
98,67.7167040833433,0.26652299999998996,104.99213
99,69.4265692414419,0.0128117499999938,104.994745
100,69.33720614588489,0.254406000000007,104.867397
101,70.0690562642956,0.0270208333333422,104.59049
102,72.28130081130291,-0.194779833333338,104.810962
103,74.82426900580029,0.0363879166666633,104.867515
104,75.4806057324536,0.23521541666667398,104.746239
105,79.489039312947,-0.0458366666666675,104.509361
106,81.2012806416474,-0.0122764166666656,104.768315
107,81.46659163170959,0.20547691666666798,104.49408299999999
108,84.30121962986459,-0.12399666666666999,104.476698
109,82.8716235132123,-0.000257416666675188,104.64214799999999
110,85.5981333634803,0.167667333333331,104.464875
111,84.7122428173063,-0.0615176666666623,104.39641
112,86.09548503884011,0.0106854999999951,104.522802
113,86.3280250848329,0.0869581666666631,104.367352
114,88.88812081671921,0.132441000000009,104.360637
115,88.8729686874832,0.008352333333335809,104.142588
116,89.5641954801687,0.0111298333333352,104.313982
117,90.2493739301251,0.131788249999996,104.09434
118,90.86099516605991,-0.0138359166666717,104.108211
119,91.73205993960609,0.0383874166666693,104.07787900000001
120,91.4706730821085,0.153956500000007,104.016263
121,91.3435251837926,0.0718844999999959,103.819405
122,89.94386282730308,-0.072037916666666,103.887897
123,93.5006033768054,-0.0129144166666606,103.913565
124,92.1025590832473,0.0609242499999934,103.905088
125,91.82870912042792,0.0996675833333261,103.80196
126,93.0168418552968,0.0684727500000086,103.726148
127,93.73886390350391,-0.0101925833333271,103.67805600000001
128,92.3774250268886,-0.0638513333333369,103.735529
129,92.54897468708151,0.0992990833333375,103.754697
130,91.15256359992969,0.101939249999996,103.57306
131,94.30546832811491,0.0418756666666695,103.56989300000001
132,93.96007063370871,0.0236606666666752,103.480368
133,93.7439861161026,0.0288598333333319,103.51566899999999
134,94.11301533243879,0.0316409166666638,103.42319599999999
135,93.10470350674092,-0.00830025000000016,103.458835
136,96.0931530552939,0.0966011666666731,103.405387
137,95.1381613896105,0.18053900000000198,103.27359399999999
138,96.2960982482242,0.0364104166666645,103.100482
139,94.8854245399708,-0.0394440000000031,103.186063
140,95.1651429767444,0.0425255000000024,103.142064
141,96.7846226161388,-0.0523168333333276,103.132922
142,94.25510333337091,0.135247833333333,103.18566
143,94.5070993575346,0.12954999999999198,102.90702900000001
144,93.88423648892059,-0.0056110833333325606,102.957894
145,95.0909181763006,0.0987943333333448,102.865394
146,94.7139684773583,0.0642395833333348,102.785247
147,93.6404322035124,0.18010908333332198,102.71138499999999
148,93.98433346158409,-0.0049980000000005,102.496697
149,94.4116101990148,-0.196044916666672,102.718303
150,92.3577476589965,0.0642890000000023,102.780615
151,92.9488140034931,0.13310933333333502,102.63019
152,93.36659682709791,0.00334799999999428,102.563261
153,92.22496539008002,0.0989431666666765,102.57678299999999
154,89.93869337101678,0.0784150833333387,102.393535
155,89.2017064302544,-0.11279116666667201,102.4597
156,88.4691895664095,-0.105524583333339,102.567578
157,90.61976856732691,0.108457250000003,102.615633
158,89.18429503100408,0.230071416666661,102.37470400000001
159,88.6045119073161,0.129421166666669,102.218195
160,88.14859174461479,-0.11234983333333502,102.148931
161,89.7890467344167,-0.0178730833333347,102.362503
162,89.6366562975133,0.0662840833333398,102.18097
163,89.1792617297241,0.0286124166666646,102.26003
164,87.9987718765532,-0.007526333333337,102.12455600000001
165,87.5691789423296,0.04262858333333001,102.25454
166,86.3880518389164,0.0570028333333331,102.046734
167,86.3474193507235,0.0146496666666636,102.148997
168,86.81743444019001,0.240294083333339,101.964246
169,86.286356540468,0.0314210833333277,101.770432
170,85.0959891301252,-0.16970491666666698,101.90174300000001
171,84.15173825903591,-0.0398111666666701,102.026026
172,84.7816043296275,0.0983107500000019,101.972539
173,83.822706961059,0.10809441666666901,101.859066
174,85.7481277661182,0.20693958333332896,101.74579200000001
175,86.3382141366253,0.0491070000000065,101.509183
176,85.2147420416887,-0.16643925000000698,101.65675
177,86.43303148265079,0.0628206666666671,101.736014
178,83.5245690299279,0.143275083333336,101.56316899999999
179,85.1050808079758,-0.0361084166666619,101.514383
180,85.8729786499071,-0.0767825833333309,101.603003
181,86.8413064787285,0.0482031666666719,101.621385
182,84.57890452769341,0.22176758333334196,101.497794
183,84.0922975504768,0.0838122499999917,101.251149
184,86.0932800983333,0.102618833333331,101.30232600000001
185,81.9830762250641,0.0540667499999934,101.063388
186,83.5390872304972,-0.15263875000000102,101.227132
187,82.9845889731751,-0.0877250833333273,101.29839799999999
188,83.5804958662088,0.16207400000000302,101.350741
189,81.6558499619191,0.34724549999999105,100.99955899999999
190,81.60795840720999,0.0134974166666725,100.781308
191,82.9600099959879,-0.0216051666666649,100.90988
192,83.8085033393202,0.0454518333333359,100.795278
193,82.88639054872809,-0.0424925833333335,100.85205699999999
194,80.97774107089859,-0.06509775000000201,100.86414599999999
195,80.2191332204378,0.0338274999999915,100.950913
196,79.68760267126041,0.10512558333332699,100.804953
197,79.751833196166,-0.0372971666666674,100.78444300000001
198,79.4829982335605,0.23339100000000101,100.79389300000001
199,77.93847644684399,0.0737121666666691,100.414867
200,78.1463399593776,-0.10480316666667,100.64903699999999
201,77.9967739381675,0.21494883333333603,100.510141
202,78.50035495221029,0.18091908333332798,100.298447
203,78.0791962337776,0.0286895833333354,100.189533
204,76.9044748403105,-0.208962916666666,100.255202
205,77.1140247985994,-0.0440795833333224,100.50845600000001
206,76.2219572806664,0.0826677499999953,100.342276
207,76.7580862099944,0.16823658333332597,100.35717
208,76.77451122625509,0.163705500000011,100.036927
209,76.013443696506,-0.0768410833333277,100.084503
210,77.42465289603909,-0.0450304166666686,100.12540600000001
211,75.9209609995349,0.0969392499999901,100.142909
212,74.77239993070359,0.104672166666661,99.96381
213,75.89498501284879,0.0506097500000043,99.95500600000001
214,76.2216084084933,-0.0839848333333239,99.878248
215,75.2042989663729,0.0104771666666619,100.06573
216,75.714745059436,0.17077066666666502,99.84178399999999
217,76.68794826374109,0.0530422499999948,99.78902
218,75.2578232166352,0.0635852500000063,99.71381600000001
219,76.2242191279515,-0.0086479166666642,99.678493
220,75.5613924056474,-0.0569574999999958,99.720591
221,73.7117087234748,0.126944749999996,99.73944499999999
222,75.5842023023055,0.0685469166666633,99.517942
223,75.519593888868,0.126748833333329,99.58063800000001
224,73.4380209385759,0.18350233333333302,99.27269799999999
225,71.87492499482329,-0.13597825,99.298479
226,74.01306857962759,-0.11735683333333699,99.462698
227,72.22208160154541,0.138462416666661,99.468899
228,73.8462602445005,0.23751750000000196,99.227776
229,72.20557600052541,-0.0238088333333325,99.080652
230,72.3603057446413,0.0234773333333287,99.206932
231,72.6892120913827,0.12253966666667099,99.016441
232,72.655751614263,0.0830002499999954,98.995816
233,72.03482414095821,0.0091136666666678,98.8622
234,72.65198615397541,-0.0265187499999975,98.96900699999999
235,71.9303037104339,-0.0697822500000006,98.911333
236,71.59151025426449,0.0190175833333299,99.070655
237,70.9411763796291,0.303718333333326,98.837997
238,71.0025559168834,-0.0332681666666671,98.61053000000001
239,71.21395837834291,-0.24334633333332997,98.874953
240,70.5119766573543,0.0828465833333259,98.967085
241,70.94868659692621,0.11781391666667301,98.77028100000001
242,69.9854955847634,0.0352641666666725,98.767313
243,69.9406206228456,0.00472333333332979,98.69054399999999
244,71.1542403455303,-0.025982916666661,98.752359
245,70.3843145444365,0.0947219166666606,98.707329
246,69.9258361347122,0.0954070833333382,98.589798
247,69.8841788856527,0.0695787500000028,98.526719
248,68.91155983747089,0.0319395833333355,98.452364
249,68.7278939832695,0.07969425000000399,98.442802
250,70.2209271085706,0.0892056666666647,98.301737
251,69.3848318465007,0.0328545833333299,98.27803399999999
252,68.8146162588174,0.11632341666667,98.204688
253,67.9074911079081,0.158905666666661,98.060665
254,68.8490400349734,-0.102478833333341,97.95866600000001
255,68.6008054198416,-0.17849783333332997,98.216726
256,68.3986978500877,0.121363500000002,98.22343000000001
257,68.31688028848569,0.148296750000004,98.036803
258,66.9005529045344,-0.0105065833333278,97.97564399999999
259,66.4607705273531,0.0318004166666637,98.013999
260,67.3549198690959,0.04840341666666599,97.914919
261,67.6912212605593,-0.0139230833333327,97.932608
262,68.1226966824226,0.0999527499999964,97.905357
263,66.2854807061195,0.052131083333343,97.770426
264,66.4289996963662,-0.0457723333333308,97.816896
265,65.1244713204527,-0.117447500000009,97.850493
266,65.7090444621866,0.0176807499999931,97.996625
267,67.01715233367071,0.24340866666667105,97.798888
268,66.8825561911551,0.0193179166666653,97.616225
269,67.22634786855279,-0.0455776666666724,97.728197
270,65.920234247331,0.0564555000000008,97.662912
271,67.544352651171,0.11982824999999901,97.625452
272,65.7204401138234,-0.00990341666666457,97.471731
273,65.4948673301298,-0.11247583333333198,97.636688
274,66.55458680386779,0.0481145833333407,97.63395899999999
275,68.1249916420684,0.043476833333326,97.573566
276,66.0665969537895,0.0695191666666635,97.54413000000001
277,66.150813359481,0.0750166666666701,97.439778
278,66.3077636884868,0.0428020833333314,97.397885
279,66.4744180812125,0.260524416666659,97.30380600000001
280,66.57030118295079,0.08295441666667,96.96997900000001
281,66.7802291344008,-0.11807724999999498,97.14282299999999
282,65.7306437320276,0.124604416666675,97.105474
283,64.11984612904139,0.010060333333333,96.970839
284,65.6994948345055,-0.12249775,97.08936
285,65.8102814082954,0.0909630833333352,97.134635
286,64.7181163219749,0.127246083333341,96.94586899999999
287,64.7974735680315,0.0306569166666648,96.914468
288,65.4490238069269,0.0828761666666604,96.854977
289,65.3247489560251,0.00360241666666165,96.775382
290,65.67361246014829,0.00831208333334269,96.82769499999999
291,65.99963866435411,0.0955215833333286,96.739441
292,65.1742101445775,0.0469588333333325,96.667194
293,62.869077856446,0.0408910833333292,96.637633
294,64.88231055425179,0.0798792500000059,96.576737
295,64.664852863125,-0.00739441666667299,96.506478
296,65.4192330778131,-0.0381644166666639,96.57650500000001
297,63.831512613246204,0.0742944166666734,96.547044
298,64.0002453698777,0.12187708333333301,96.443292
299,63.601533175493,0.0631504999999978,96.332307
300,64.85559328863751,-0.0100232500000104,96.321134
301,65.7303641840589,0.0018473333333304301,96.327586
302,65.71177849404961,0.15322733333333802,96.28524499999999
303,64.5191147615124,0.138262,96.067363
304,64.4531910412776,-0.167271000000008,96.078078
305,64.1609631349105,-0.191444583333328,96.329394
306,65.2114080964118,0.13528433333333098,96.374241
307,64.43849684768479,0.103705750000002,96.139332
308,66.162226721079,0.0420609166666708,96.180994
309,67.1935558302495,0.104335583333331,96.02788699999999
310,66.7862620894972,0.104084083333343,95.987412
311,67.2293078289809,0.00716216666667198,95.842703
312,66.2821032927812,0.000723250000004801,95.948531
313,66.22654822623821,0.17115508333332996,95.802785
314,68.8537001830586,0.024369999999993997,95.67674699999999
315,67.6577625437951,0.0395458333333328,95.72229200000001
316,68.0834594757228,0.0404452500000036,95.597027
317,69.3302371444641,0.0522795833333376,95.639575
318,70.4525461384517,0.0508369166666623,95.500354
319,73.0598907612827,-0.14097916666667,95.576263
320,72.8472735493694,0.00749591666666897,95.700574
321,73.91053259610271,0.199458499999992,95.549585
322,72.6435675583967,0.0682658333333386,95.37688100000001
323,72.919242299983,0.121282583333336,95.38022099999999
324,74.3486022059049,0.0524334166666662,95.164852
325,75.6851660901912,-0.20333349999999803,95.30874399999999
326,76.51772572789959,0.14051024999999803,95.43426600000001
327,76.6709897434513,0.174560166666663,95.09553100000001
328,78.18621150246429,-0.0360327499999992,95.145271
329,79.47558835039919,0.10456741666666901,95.09150600000001
330,79.77233228964,0.0923639166666679,94.969673
331,80.0660713305865,-0.0908536666666653,94.94555600000001
332,81.7915480258259,0.0005029999999948129,95.086038
333,83.1823783844196,0.12245066666666601,94.932182
334,82.30259465894541,0.11864141666666499,94.868717
335,82.5557928179652,0.260691250000001,94.676396
336,84.5944234753055,-0.109676083333336,94.463447
337,87.5778235098683,-0.158277916666672,94.81831700000001
338,87.2809817450579,0.17169158333333898,94.687972
339,88.4834917013722,0.0622963333333348,94.573261
340,90.8543341396732,-0.0220295833333305,94.563298
341,92.371404957614,0.100167249999998,94.568481
342,91.8598375443712,0.13135516666666802,94.385377
343,96.4639645660442,-0.0366081666666685,94.3519
344,96.463399107199,0.0212004999999967,94.406912
345,96.03515140314761,0.0809875000000015,94.301463
346,97.3803973211702,0.18891591666665802,94.236287
347,97.0270782463829,0.195926916666661,93.95875
348,98.8610777688003,-0.182824499999988,93.932199
349,100.51667857838001,-0.136520583333328,94.219882
350,101.91822849698099,0.20192658333332897,94.131449
351,102.21731968152201,0.12163041666666498,93.914503
352,102.736931760035,-0.0552086666666642,93.912286
353,105.4987903007,0.216576166666673,93.92614300000001
354,106.511176909458,0.14403425000000197,93.562065
355,106.269900619412,-0.2700655,93.711649
356,110.40793246873501,0.0809203333333398,93.924745
357,112.833954518139,0.256036916666667,93.586797
358,114.694541466871,-0.0697465833333339,93.534293
359,118.554050914724,-0.10187400000000699,93.660476
360,117.573845045167,0.0879279999999945,93.67721800000001
361,120.61218819913799,0.20744475000000398,93.50770899999999
362,121.044395196755,-0.13666400000000697,93.367293
363,124.97441976668301,-0.00702566666666016,93.670413
364,122.57095503567301,0.30623591666666494,93.338882
365,123.151020003382,0.0310459166666585,93.196113
366,127.738902632542,-0.10896741666666802,93.247724
